0.009846827,0.424903723
0.016411379,0.503209243
0.026258206,0.596919127
0.019693654,0.620025674
0.052516411,0.63928113
0.029540481,0.697047497
0.072210066,0.740693196
0.105032823,0.785622593
0.082056893,0.82156611
0.150984683,0.890885751
0.203501094,0.883183569
0.25273523,0.880616175
0.400437637,0.913992298
0.502188184,0.875481386
0.600656455,0.955070603
0.702407002,0.881899872
0.797592998,0.885750963
0.902625821,0.890885751
1.001094092,0.9563543
1.253829322,1.017971759
1.5,1.005134788
2.002188184,1.020539153
2.501094092,1.005134788
3,0.97817715
3.53164557,0.994865212
4.025316456,1.017971759
5.012658228,0.949935815
6,0.97817715
6,1.033376123
6.987341772,1.050064185
7.974683544,1
9,0.937098845
9.987341772,0.98716303
