0.023836549,0.010652463
0.037457435,0.023968043
0.047673099,0.057256991
0.05107832,0.07057257
0.098751419,0.122503329
0.15323496,0.163781625
0.20431328,0.189081225
0.251986379,0.264980027
0.303064699,0.308921438
0.401816118,0.398135819
0.503972758,0.452729694
0.602724177,0.507323569
0.752553916,0.577896138
0.875141884,0.689747004
0.875141884,0.588548602
1.001135074,0.715046605
1.001135074,0.659121172
1.249716232,0.757656458
1.501702611,0.776298269
1.750283768,0.841544607
1.998864926,0.952063915
1.998864926,0.864181092
2.250851305,0.882822903
2.499432463,0.974700399
2.499432463,0.912117177
2.996594779,1.051930759
3.986842105,1.004
4.973684211,1.013333333
5.960526316,1.054666667
6.986842105,1.02
6.986842105,0.970666667
7.973684211,1.058666667
9,0.913333333
