0.008514887,0.123148148
0.020098039,0.143518519
0.026633987,0.199074074
0.031318083,0.293518519
0.032189542,0.193518519
0.039288308,0.387037037
0.041539579,0.216666667
0.06261801,0.363888889
0.069117647,0.365740741
0.070697168,0.562962963
0.081227306,0.47037037
0.092628903,0.555555556
0.103413217,0.616666667
0.125072622,0.789814815
0.18761801,0.711111111
0.264270153,0.912962963
0.310766158,0.819444444
0.397204067,0.966666667
0.457116921,0.911111111
0.515214234,0.892592593
0.663435004,0.888888889
0.709241104,0.997222222
0.780809731,0.902777778
0.844244735,0.94537037
0.915232389,0.936111111
1.135932439,1.001561777
2.147616844,1.053736696
3.11227441,1.04381652
5.975879223,1.03253702
