0.001558442,0.122727273
0.002857143,0.218181818
0.003116883,0.172727273
0.004415584,0.290909091
0.004415584,0.181818182
0.004935065,0.254545455
0.005714286,0.345454545
0.005714286,0.277272727
0.007012987,0.363636364
0.008311688,0.427272727
0.00987013,0.372727273
0.01038961,0.45
0.010649351,0.409090909
0.012467532,0.386363636
0.012727273,0.509090909
0.012727273,0.445454545
0.013766234,0.495454545
0.014025974,0.518181818
0.015324675,0.509090909
0.015844156,0.445454545
0.016103896,0.495454545
0.018701299,0.545454545
0.019220779,0.531818182
0.01974026,0.559090909
0.020779221,0.468181818
0.023116883,0.577272727
0.023636364,0.527272727
0.025974026,0.595454545
0.028831169,0.513636364
0.032207792,0.581818182
0.032207792,0.604545455
0.036363636,0.518181818
0.040519481,0.540909091
0.041298701,0.668181818
0.041558442,0.581818182
0.041818182,0.627272727
0.044675325,0.590909091
0.045714286,0.636363636
0.056363636,0.509090909
0.059220779,0.640909091
0.082337662,0.577272727
0.092207792,0.654545455
0.092987013,0.618181818
0.096103896,0.713636364
0.099480519,0.554545455
0.138050689,0.60199005
0.188883481,0.631840796
0.190848295,0.674129353
0.388690605,0.778606965
0.390574302,0.798507463
0.48493042,0.84079602
0.533852477,0.843283582
0.588317471,0.875621891
0.745818011,0.845771144
0.937991203,0.885572139
0.960063811,0.97761194
0.963641935,0.965174129
0.963912322,1.039800995
0.967039801,0.902985075
0.970401615,0.830845771
0.983226981,0.870646766
0.983767755,1.019900498
0.994321869,0.932835821
1,0.992436265
2.041322314,0.987737268
2.487603306,1.112549205
2.487603306,0.913047959
2.561983471,1.015312957
5.016528926,1.006018013
5.016528926,0.966117763
5.016528926,0.903773624
5.090909091,0.998557326
