0.009846827,0.138639281
0.016411379,0.197689345
0.02297593,0.259306804
0.026258206,0.293966624
0.026258206,0.353016688
0.052516411,0.362002567
0.072210066,0.424903723
0.101750547,0.512195122
0.078774617,0.537869063
0.203501094,0.603337612
0.150984683,0.676508344
0.249452954,0.684210526
0.400437637,0.682926829
0.502188184,0.729139923
0.600656455,0.795892169
0.699124726,0.785622593
0.797592998,0.748395379
0.899343545,0.794608472
0.997811816,0.883183569
1.250547046,1.015404365
1.5,0.905006418
1.998905908,1.026957638
2.501094092,0.988446727
3.000293727,0.992297818
3.495909576,0.996148909
3.95187224,1.039794608
4.983932029,0.976893453
5.97521268,0.983311938
6.964877831,1.032092426
7.958655164,0.973042362
8.988707817,0.962772786
9.937202193,1.09114249
