0.010227273,0.398224195
0.013636364,0.500776915
0.020454545,0.526082131
0.030681818,0.560710322
0.040909091,0.576692564
0.044318182,0.644617092
0.081818182,0.640621532
0.105681818,0.613984462
0.153409091,0.684572697
0.201136364,0.603329634
0.252272727,0.680577137
0.3,0.721864595
0.402272727,0.749833518
0.501136364,0.76581576
0.6,0.769811321
0.75,0.795116537
0.876136364,0.950943396
0.876136364,0.781798002
0.998863636,0.875027747
1.002272727,0.843063263
1.251136364,0.885682575
1.5,0.905660377
1.752272727,0.910987791
2.001136364,0.924306326
2.25,0.934961154
2.502272727,0.962930078
2.502272727,1.008213097
3,1.069478357
3.873171806,1
4.903612335,1.012
5.893348018,1.056
6.925286344,1.022666667
7.875198238,1.072
8.910748899,0.929333333
9.899779736,0.994666667
